pair_id,source_title,cor_section,answer,question,local_or_sum,attribute1,attribute2,ex_or_im
eb16d696de9b5897,the-one-handed-girl,15,happy,How did the girl feel after she was allowed to marry the prince?,local,feeling,,implicit
62de6787a7785589,the-one-handed-girl,15,was so useful and pleasant to her husband's parents,What did the girl do in return for the kindness shown to her?,local,action,,explicit
187ff9c6487a510f,the-one-handed-girl,15,"told him it should be as he chose, and that the wedding feast should be prepared immediately",What did the king and queen want to do after the prince asked for their approval for his marriage?,local,action,,explicit
cb92ceede3cf51cc,the-one-handed-girl,15,A baby was born to her.,What happened after the girl and the prince got married?,local,outcome resolution,,explicit
188f173eadc15efa,the-one-handed-girl,15,"to visit some of the distant towns of the kingdom, and to set right things that had gone wrong",Why was the prince sent on a journey by his father?,local,causal relationship,,explicit
3253820eee9e578a,the-one-handed-girl,15,the girl's brother,"Who had wasted all the riches his wife had brought him in recklessness and folly, and was now very poor?",local,character,,explicit
843bb9ae1a895b90,the-one-handed-girl,15,He overheard a man talking about her.,How did the brother know his sister got married to a prince?,local,action,causal relationship,implicit
5994b3e79da751ba,the-one-handed-girl,15,The man said the woman had one hand.,How did the brother know the woman who married to the prince was his sister?,local,action,,implicit
adacd62e25ed57c3,the-one-handed-girl,16,jealous,How did the brother feel after he knew his sister got married to the prince?,local,feeling,,implicit
c8aa65c12f285504,the-one-handed-girl,16,The girl whom he had tried to ruin being after all so much better off than himself.,Why was the brother angry at his sister after he heard she was doing well?,local,causal relationship,,explicit
2cb2764f80085be8,the-one-handed-girl,16,to the palace,Where did the brother go to after he heard about his sister?,local,setting,,explicit
876542cd30b45a79,the-one-handed-girl,16,the king,Who did the brother ask to see?,local,character,,explicit
9386f182269d51f5,the-one-handed-girl,16,accused her of being a witch,How did the brother try to make his sister unhappy?,local,action,,implicit
4d9ec51672bd5066,the-one-handed-girl,17,mad,How did the king feel after he heard the brother's accusations?,local,feeling,,implicit
47654290d5ca5942,the-one-handed-girl,17,the king,Who had a hasty temper?,local,character,,explicit
407265079a9a52fe,the-one-handed-girl,17,"sending to the town, and discovering people who knew his daughter-in-law and could have told him how hard she had worked and how poor she had been",What should have the king done to see if the brother's words were true?,local,action,,explicit
ec112b90ec5c59b2,the-one-handed-girl,17,"He believed all the brother's lying words, and made the queen believe them too.",What happened after the brother accused the sister of being a witch?,local,outcome resolution,,explicit
eedb7d7e63b85177,the-one-handed-girl,17,dissatisfied,How did the brother feel after he heard his sister's punishment?,local,feeling,,implicit
e3e595c52b3d5831,the-one-handed-girl,17,He wanted her to have a harsher punishment.,Why was the brother dissatisfied with his sister's punishment?,local,causal relationship,,implicit
07933a07058d5ec0,the-one-handed-girl,17,"left her house, and plunged into the forest",What did the sister do after she was forced out of the town?,local,action,,explicit
b9c91c88b8385f26,the-one-handed-girl,17,sad,How did the sister feel after she was forced out of town?,local,feeling,,implicit
3d1ea4e733195869,the-one-handed-girl,18,"She raised her eyes, and saw a snake wriggling from under the bushes towards her.",What happened after the girl rested under a tree and fell asleep?,local,outcome resolution,,explicit
91cf497782195e3d,the-one-handed-girl,18,She was too frightened to move.,Why did the girl stay quite still after she saw the snake?,local,causal relationship,,explicit
267a22360f905066,the-one-handed-girl,18,surprised,How will the girl feel after the snake started speaking?,local,prediction,feeling,explicit
f9b034a8b41a50e0,the-one-handed-girl,18,open her earthen pot,What did the snake ask for from the girl?,local,action,,explicit
af84ec05e057522e,the-one-handed-girl,18,The snake wanted to escape from the sun.,Why did the snake want the girl to open her earthen pot?,local,causal relationship,,implicit
d6c768f56c4152f3,the-one-handed-girl,18,save her from rain,What did the snake promise to do if the girl saved the snake?,local,action,,explicit
5c5b9efefd7d54c6,the-one-handed-girl,18,the snake from the pot,Who was the second snake trying to find?,local,character,,implicit
0bf790ed80785be7,the-one-handed-girl,18,She tried to hide the first snake.,Why did the girl lie to the second snake?,local,causal relationship,,implicit
db08a1e475815850,the-one-handed-girl,19,a great lake,Where did the snake and the girl stop to rest?,local,setting,,explicit
9c166e3f6a695f82,the-one-handed-girl,19,"He gave a spring and fell right in,  down, down, down, and his mother could not find him, though she searched all among the reeds.",What happened after the baby went into the lake?,local,outcome resolution,,explicit
138e74a14d9a5023,the-one-handed-girl,20,take her baby and bathe in that cool place where the boughs of the tree stretch far over the water,What did the snake suggest to the girl?,local,action,,explicit
7de44c1844d05fae,the-one-handed-girl,20,scared,How did the girl feel after she could not find the baby?,local,feeling,,implicit
d7aacb509dd85084,the-one-handed-girl,20,go into the lake,What did the snake tell the girl to do?,local,action,,implicit
4a70ec80c1f6507e,the-one-handed-girl,20,"went back and felt everywhere with her whole hand, even putting her fingers into the tiniest crannie",What did the girl do after the snake told her how to find her baby?,local,action,,explicit
bf45993d04155597,the-one-handed-girl,20,her unwounded arm,What arm did the girl use to find her baby?,local,action,,implicit
3b979c64a7d95f58,the-one-handed-girl,20,her other arm,What arm did the snake tell the girl to use?,local,action,,explicit
4984af2d81e451d2,the-one-handed-girl,20,She only had one hand.,Why didn't the girl want to use her other arm?,local,causal relationship,,implicit
508703519c755c44,the-one-handed-girl,20,"something round and soft, lying between two stones in a clump of reeds",What did the wounded arm touch?,local,action,,explicit
02cd183673e05298,the-one-handed-girl,20,She found her baby.,What happened after the girl used her wounded arm?,local,outcome resolution,,implicit
8c262cd71ef7511a,the-one-handed-girl,20,happy,How did the girl feel after she got her hand back?,local,feeling,,implicit
6c38ea4d969a58a5,the-one-handed-girl,21,meet the snake's family,What did the snake and the girl need to do after she got her hand back?,local,action,,implicit
73a590f686b058dc,the-one-handed-girl,22,the house in a tree,Where did the snake live?,local,setting,,explicit
d99dfd01485559d5,the-one-handed-girl,22,The girl helped him.,How did the snake escape from his enemy?,local,action,,implicit
b803c18a0928522c,the-one-handed-girl,22,"allowed her to rest, while they watched her baby",How did the mother and father show their gratitude?,local,action,,implicit
b060e9909f8155d6,the-one-handed-girl,22,lie awake and wonder where he was,What did the girl do at night?,local,action,,explicit
fc3b333bdff4529d,the-one-handed-girl,22,their tails,What did the snakes use to carry small fruits?,local,action,,explicit
312b9c4b693e5ebf,the-one-handed-girl,"15, 23",He was on a journey.,Why didn't the prince know what happened to his wife?,summary,causal relationship,,implicit
a7f8cd7935f65428,the-one-handed-girl,23,"He had fallen very ill when he was on the furthest border of the kingdom, and he was nursed by some kind people who did not know who he was.",Why did the king and queen hear from the prince?,local,causal relationship,,explicit
f0ac0a64561b5dec,the-one-handed-girl,23,his wife's brother,Who was the strange man standing behind the throne with peacock's feathers?,local,character,,explicit
ed6946a47e255aef,the-one-handed-girl,23,He had grown so thin and weak during his illness that his shoulders were bowed like those of an old man.,Why didn't the king and queen recognize their son?,local,causal relationship,,explicit
9d623a5b1b8e5e5b,the-one-handed-girl,24,heard his voice,How did the king and queen finally recognize his son?,local,action,causal relationship,implicit
dda18fb14bd1535f,the-one-handed-girl,24,concerned,How did the king and queen feel after they saw their son?,local,feeling,,implicit
b834e3ce7bbc5232,the-one-handed-girl,24,He wanted to find his wife.,Why didn't the prince answer any of his parents' questions?,local,causal relationship,,implicit
b4877f662d325542,the-one-handed-girl,24,They did not want to tell him the truth.,Why did the queen and king lie about the prince's wife?,local,causal relationship,,implicit
6999f98bf1315089,the-one-handed-girl,25,shocked,How did the prince feel after he believed his wife died?,local,feeling,,implicit
f51c44eb0bdb5dda,the-one-handed-girl,25,"He prepared two beautiful tombs for his son to see, so that he might never, never guess what had been done to his wife.",Why did the king feel uncomfortable?,local,causal relationship,,explicit
bb1e549f91655dc2,the-one-handed-girl,24,their graves,What did the prince ask to see?,local,action,,explicit
da6ea2e73ed25836,the-one-handed-girl,25,a beautiful garden,Where did the king take the prince to?,local,setting,,explicit
4a5ce851e3875345,the-one-handed-girl,25,burst into tears,What did the prince do after he saw the two tombs?,local,action,,explicit
c0ae47c15bff57d3,the-one-handed-girl,25,ashamed,How will the king and queen feel after the prince mourns over his wife's and child's death?,local,prediction,,explicit
e962a75b803c5aef,the-one-handed-girl,25,"went out hunting, and helped his father rule his people",What did the prince do at the end of the seventh day?,local,action,,explicit
07a0293d36e953a6,the-one-handed-girl,26,go home and hear some news of her husband,What did the girl want to do one morning?,local,action,,explicit
96cc1a3a81ca5f12,the-one-handed-girl,26,his father's ring and his mother's casket,What did the snake tell the girl to take?,local,action,,explicit
421278f250bf5642,the-one-handed-girl,26,sad,How did the mother and father feel after the girl decided to leave?,local,feeling,,implicit
71ddddab96945eae,the-one-handed-girl,26,gold and jewels,What did the mother and father offer to the girl?,local,action,,explicit
9acc314cc7955169,the-one-handed-girl,26,The snake told her not to.,Why didn't the girl take the gold and jewels?,local,causal relationship,,explicit
c489d9cabf7b5732,the-one-handed-girl,27,surprised,How did the mother and father feel after the girl asked for the ring and casket?,local,feeling,,implicit
461caf349b9655a9,the-one-handed-girl,27,The ring and the casket were the only things they did not want her to have.,Why were the mother and father in dismay after the girl asked for the ring and casket?,local,causal relationship,,explicit
268b279b29635dc7,the-one-handed-girl,27,tell the ring,"What did the girl need to do if she needed food, clothes, or a house?",local,action,,explicit
15639766e4775889,the-one-handed-girl,27,tell the casket,What did the girl need to do if she was unhappy or in danger?,local,action,,explicit
500bb4bc982a5e3a,the-one-handed-girl,27,gave her their blessing,What did the mother and father do after they gave her the two items?,local,action,,explicit
44a1b93b828151ca,the-one-handed-girl,27,near the town where her husband and his father dwelt,Where did the girl rest after she left the snake's home?,local,setting,,explicit
3015e39c15155dde,the-one-handed-girl,27,told the ring that she wanted a house,What did the girl do after she stopped under a grove of palm trees?,local,action,,explicit
099a7eb5220158ee,the-one-handed-girl,28,a lovely palace,What did the girl see after she told the ring that she wanted a house?,local,action,,explicit
4174aade6d2e5ab5,the-one-handed-girl,28,Everyone talked about the palace.,How did the king hear about the lovely palace?,local,action,,implicit
5567f19c1f07528e,the-one-handed-girl,28,He believed it was a gang of conspirators.,Why did the king send his son and chief of ministers to investigate the new palace?,local,causal relationship,,explicit
f59a950852d657f8,the-one-handed-girl,29,the roll of the drums that announced the king's presence,What did the girl hear?,local,action,,explicit
69ccba6bf36054ca,the-one-handed-girl,29,nervous,How did the girl feel after she realized her husband might be in the crowd?,local,feeling,,implicit
3e5903df85845859,the-one-handed-girl,29,She wanted to prepare food for the group.,Why did the girl use the ring?,local,causal relationship,,implicit
e20b8ccb2f3859ea,the-one-handed-girl,29,She did not want to meet her husband this way.,Why did the girl bound a veil of golden gauze around her head and face?,local,causal relationship,,implicit
a9d1344daac551cb,the-one-handed-girl,30,He ruined her life.,Why did the girl owe all of her misery to her brother?,local,causal relationship,,implicit
e331748244505401,the-one-handed-girl,29,a long dark room,Where did the procession follow the girl to?,local,setting,,explicit
cb30a49308df50e7,the-one-handed-girl,30,her little boy,"Who was asleep in a corner, on to the girl's knee?",local,character,,explicit
edf0af2404a4542a,the-one-handed-girl,30,wave the fan of peacock's feathers over the king's head to keep off the flies,What was the brother's duty?,local,action,,explicit
ca87b9cf5c845581,the-one-handed-girl,30,He would be seized by the royal guards if he tried to desert his post.,Why did the brother have to stay where he was?,local,causal relationship,,explicit
c2981041d16a5514,the-one-handed-girl,30,The king was much too interested in the tale.,Why didn't the king notice that the fan had ceased moving?,local,causal relationship,,explicit
ab68471aa6d8505e,the-one-handed-girl,31,She reached the part where she had sat weeping in the tree.,How did the prince know that the story-teller was his wife?,local,action,,explicit
75f375eae7805fcf,the-one-handed-girl,31,astonished,How did the prince feel after he recognized his wife?,local,feeling,,implicit
d4e4f961c2f15f4e,the-one-handed-girl,31,furious,How did the prince feel after he realized his father lied to him?,local,feeling,,implicit
9a9fd48edde6592d,the-one-handed-girl,31,finish her tale first,What did the girl want to do before she answered her husband's questions?,local,action,,explicit
39c61f42a00a594b,the-one-handed-girl,31,She wouldn't have gotten her hand back if she didn't get kicked out.,Why did the girl want to forget about what his brother did?,local,causal relationship,,implicit
234a3a33e355545e,the-one-handed-girl,31,put him out of the town,What punishment did the girl want to give to her brother?,local,action,,explicit
2c0d971fea6358f0,the-origin-of-the-robin,1,Iadilla,Who was the only son of an old man?,local,character,,explicit
ce36e3361c7e578d,the-origin-of-the-robin,1,ambitious,How did the old man feel about his son reaching the age to make the long and final fast?,local,feeling,,explicit
06b42b63aeda5980,the-origin-of-the-robin,1,The old man wanted to accomplish his wish.,Why did the old man think it was necessary to make Iadilla fast much longer than any of those renowned for their power or wisdom?,local,causal relationship,,explicit
58c173e4a75b59fc,the-origin-of-the-robin,1,prepare with great ceremony for the important event,What did the old man direct his son to do?,local,action,,explicit
e56e347f3fd55db9,the-origin-of-the-robin,1,to prepare and purify him for communion with his good spirit,Why was Iadilla in the sweating-lodge and bath several times?,local,causal relationship,,explicit
5d58943347d55223,the-origin-of-the-robin,1,He was ordered to lie down upon a clean mat in a little lodge expressly provided for him.,What happened to Iadilla after he visited the sweating-lodge and bath?,local,outcome resolution,,explicit
52fb19ec8cfb5eb5,the-origin-of-the-robin,1,Iadilla would receive food and the blessing of his father.,What did the old man promise Iadilla after twelve days of fasting?,local,action,,explicit
48bf30997d865cda,the-origin-of-the-robin,2,came to the door of the little lodge and encouraged Iadilla to persevere,What did the father do every morning?,local,action,,explicit
238fee1ee6be5286,the-origin-of-the-robin,2,"He never replied, but he laid without the least sign of discontent or murmuring.",How did Iadilla respond to the glowing words of promise and glory?,local,action,,explicit
c976f64cd23e5edc,the-origin-of-the-robin,3,glory will depart,What will happen if Iadilla breaks his fast?,local,outcome resolution,prediction,explicit
c7616a3be02d5d36,the-origin-of-the-robin,3,as he had the day before,How did the father respond to Iadilla's second request?,local,action,,explicit
fa5a423f4a13521d,the-origin-of-the-robin,3,by the gentle heaving of his breast,How could one tell that Iadilla was still living?,local,action,,explicit
9e1c786f8d0c5059,the-origin-of-the-robin,4,delighted,How did the father feel the next morning?,local,feeling,,explicit
6bebf7459b5a5053,the-origin-of-the-robin,4,He heard his son talking to himself.,Why was the father surprised when he came to the door of the little lodge?,local,causal relationship,,explicit
f72a2158cf775efb,the-origin-of-the-robin,4,painted with vermilion over all his breast,What did Iadilla to do his breast?,local,action,,explicit
547137e1d2915eab,the-origin-of-the-robin,4,The father would not listen to Iadilla's requests.,How did the father destroy Iadilla's fortune?,local,action,,explicit
28e6eb4da0ca5277,the-origin-of-the-robin,5,pity,How did the robin feel when it looked down upon its father?,local,feeling,,explicit
ba50e1f23d3a5a17,the-origin-of-the-robin,"4,6","He shall always be the friend of men, and keep near their dwellings.",How will Iadilla be forever happy in his new state?,summary,action,prediction,explicit
6e86e16f8bb9579e,the-origin-of-the-robin,6,to make his father amends for it as a harbinger of peace and joy,What did Iadilla say his daily aim would be?,local,action,,explicit
fc55c9be1562506c,the-origin-of-the-robin,6,"Iadilla will cheer his father by his songs, and strive to inspire in others the joy and lightsomeness of heart he feels in his present state.",How will Iadilla compensate his father's loss of glory?,local,action,prediction,explicit
49aed8d93ef6575d,the-origin-of-the-robin,6,a neighboring wood,Where did Iadilla fly away to?,local,setting,,explicit
79cf7f50f44c56f7,the-origin-of-the-robin,6,flew away into a neighboring wood,What did Iadilla do after he caroled one of his sweetest songs?,local,outcome resolution,,explicit
724db64ac4535c0c,the-origin-of-the-robin,"3,6",Iadilla did not become a star among the chieftains and the beloved of battle.,How did Iadilla fail to gratify his father's wishes as a warrior?,summary,action,,implicit
cb7029d6cd515b08,the-origin-of-the-robin,"2,3",encouraged him to persevere,How did the father support his son's fast?,summary,action,,explicit
dd02b5bf44ba573c,the-origin-of-the-robin,5,"The young man, with the quickness of a bird, flew to the top of the lodge and perched himself on the highest pole.",What happened after the old man broke in?,local,outcome resolution,,explicit
9bcb66279a635776,the-origin-of-the-robin,2,He had fasted for nine days.,Why did Iadilla's dreams forbade evil?,local,causal relationship,,implicit
2f182c787a465e56,the-origin-of-the-robin,2,hungry,How will Iadilla feel on the ninth day of his fast?,local,feeling,prediction,implicit
fb5dfc2a78a854a2,the-origin-of-the-robin,3,It was for Iadilla's glory.,Why did the father encourage Iadilla to persevere?,local,causal relationship,,implicit
865a518b4dc258df,the-origin-of-the-robin,3,He was hungry.,Why did Iadilla moan?,local,causal relationship,,implicit
424d17a567965a5b,the-origin-of-the-robin,4,hatred,How will Iadilla feel towards his father?,local,feeling,prediction,implicit
359108fb034f558e,the-origin-of-the-robin,"4,5,6",Iadilla will leave his father.,How will Iadilla make his father suffer?,summary,action,prediction,implicit
4fc416ea29fa5311,the-origin-of-the-robin,"4,5",a robin-red-breast,What will Iadilla's new shape be?,summary,action,prediction,implicit
2e00be651e795345,the-origin-of-the-robin,"4,5,6",remorseful,How will the father feel after Iadilla flies away?,summary,feeling,prediction,implicit
963ee7cfad1f5b7c,the-origin-of-the-robin,"3,4,5",His father would lose his only son.,Why will the father be the lone sufferer?,summary,causal relationship,,implicit
3c6642a368b65ea9,the-pie-and-the-patty-pan,2,Ribby,What is the name of the cat?,local,character,,explicit
bb2fad076c1c5aea,the-pie-and-the-patty-pan,2,Duchess,What is the name of the dog,local,character,,explicit
450c830fee425ed4,the-pie-and-the-patty-pan,2,a pie dish with pink rim,What does Ribby bake something in?,local,action,,explicit
7f73976bbae153d9,the-pie-and-the-patty-pan,3,because she was about to invite Ribby to supper,Why does Duchess say that something is very strange?,local,causal relationship,,implicit
41a3f997700f5b5f,the-pie-and-the-patty-pan,3,She thought that it did not look quite polite.,Why did Ribby change the wording of her last words?,local,causal relationship,,explicit
725d11f6571c5ff9,the-pie-and-the-patty-pan,4,They were both bought at Tabitha Twitchit's.,What is the similarity between Duches' and Riby's pies?,local,action,,explicit
31793e64ce1e5b4f,the-pie-and-the-patty-pan,5,to put her pie into Ribby's oven when Ribby isn't there,What does Duchess decide to do?,local,action,,explicit
b9c3adba2dc454b2,the-pie-and-the-patty-pan,6,into the lower oven with the stiff door,Where did Ribby put her pie?,local,action,,explicit
2b7a8d1b4b1f582f,the-pie-and-the-patty-pan,6,because Duchess did nearly choke herself with a fish-bone last time,Why did Ribby take out all the bones?,local,causal relationship,,explicit
989e13e00bb454fe,the-pie-and-the-patty-pan,8,"to buy a packet of tea, a pound of lump sugar, and a pot of marmalade",Why did Ribby go to the village shop?,local,causal relationship,,explicit
afc61b7713ee53e5,the-pie-and-the-patty-pan,9,disdainful,How did Cousin Tabithan feel after the conversation?,local,feeling,,explicit
4b20792fab2d5703,the-pie-and-the-patty-pan,9,Timothy Baker's,Where did Ribby stop by before going home?,local,action,,explicit
69167ee6c42e5234,the-pie-and-the-patty-pan,10,There began to be a pleasing smell of baked mouse!,What happened when Ribby opened the bottom oven door?,local,outcome resolution,,explicit
dad5f1a21d1d5434,the-pie-and-the-patty-pan,11,a bunch of flowers,What did Duchess prepare as a present for Ribby?,local,action,,explicit
f0b405ef69595141,the-pie-and-the-patty-pan,11,The top one would certainly have been very much too hot.,Why was Ribby glad that she used the bottom over?,local,causal relationship,,explicit
3c836e60540f51ba,the-pie-and-the-patty-pan,12,sugar,What does Duchess ask Ribby to place upon her nose?,local,action,,explicit
aace0f99727258e4,the-pie-and-the-patty-pan,14,It was emptying rapidly.,What was happening to the pie-dish?,local,outcome resolution,,explicit
eef9428c41305d45,the-pie-and-the-patty-pan,15,because his great-aunt died of a thimble in a Christmas plum-pudding,Why does Duchess not put any article of metal in puddings or pies?,local,causal relationship,,implicit
f7d0a85a71115a24,the-pie-and-the-patty-pan,15,a large tin patty-pan with a sharp scalloped edge,Why does Duchess believe he swallowed?,local,action,,explicit
d72fe6d32c6d53c4,the-pie-and-the-patty-pan,16,He hopped so fast that Ribby had to run.,What was conspicuous about the doctor?,local,causal relationship,,explicit
d91fc19888865813,the-pie-and-the-patty-pan,17,very unhappy,How was Duchess feeling while Ribby was hunting for the doctor?,local,feeling,,explicit
4b0969620f1b528d,the-pie-and-the-patty-pan,18,a fine brown pie with a steamy flavour of veal and ham,What was in the top oven?,local,action,,implicit
a74ad1ece74b5fcf,the-pie-and-the-patty-pan,18,a bread pill,What does the doctor recommend Duchess to take?,local,action,,explicit
bc3ea82f55b558d5,the-pie-and-the-patty-pan,19,a pink and white pie dish lying smashed,What was laying down in the middle of Ribby's yard?,local,action,,explicit
caadb05693e15185,the-queen-of-heaven,1,The Queen of Heaven,Who was also known as the Holy Mother?,local,character,,explicit
905204bc346d541f,the-queen-of-heaven,2,Every year people are lost at sea.,Why did the Queen of Heaven took pity on the distress of her people during her lifetime on earth?,local,causal relationship,,explicit
535b21c58e765925,the-queen-of-heaven,2,Her thoughts are uninterruptedly turned toward aiding the drowning in their distress.,Why did the Queen of Heaven now appeared frequently on the seas?,local,causal relationship,,explicit
d58f2c2f1ad25aeb,the-queen-of-heaven,3,The seamen asked for help when there were in danger.,Why were there three paper talisman and a picture of the Queen of Heaven were kept on the ship?,local,causal relationship,,implicit
e19b5f4b13a957a5,the-queen-of-heaven,4,pray devoutly to the Queen of Heaven,What did the seamen do when they lost their course?,local,action,,explicit
7c4a4d4a18dd5e02,the-queen-of-heaven,4,A red lantern appeared on the face of the waters.,What happened after the seamen pray devoutly to the Queen of Heaven?,local,outcome resolution,,explicit
a8ee1691f9e45473,the-queen-of-heaven,4,win safe out of all danger,What will happen when the seamen follow the red lantern?,local,prediction,outcome resolution,explicit
d41d3d9ddbd254d2,the-queen-of-heaven,4,"stood in the skies, divided the wind with her sword",What did the Queen of Heaven do to make the wind depart and waves grow smooth?,local,action,,explicit
799bd81aa6985961,the-queen-of-heaven,5,It was used to make the fish-dragons disappear.,Why was a wooden wand kept before the Queen of Heaven's holy picture in the cabin?,local,causal relationship,,implicit
9b99d6b7fa4853f5,the-queen-of-heaven,5,two giant fish,"Who spouted up water against one another till the sun in the sky is obscured, and the seas were shrouded in profound darkness?",local,character,,explicit
2fa4301c470650a3,the-queen-of-heaven,5,burn incense before the wand in the cabin,What did the Master of the Wand need to do so that the dragons do not draw the ship down into the depths?,local,action,,explicit
def8039b762b5dac,the-queen-of-heaven,6,"When the ashes in the censer fly up into the air without any cause, and are scattered about.",How did the seamen know that there was great danger?,local,action,,explicit
2184d41e3e805c0f,the-queen-of-heaven,6,the island of Formosa,Where did army go nearly two hundred years ago?,local,setting,,explicit
2b9b6ae81b7d5119,the-queen-of-heaven,6,"In another moment she had disappeared, but the invasion was successful.",What happened when the Queen of Heaven appeared at the tip of the banner-staff?,local,outcome resolution,,explicit
0c3dd91a3e205f7d,the-queen-of-heaven,7,install a new king in the Liu-Kiu Islands,What was Dschou Ling ordered to do?,local,action,,explicit
fb31659a146257d9,the-queen-of-heaven,7,"a storm arose, and his ship was driven toward the Black Whirlpool.",What happened when the fleet was sailing by south of Korea?,local,outcome resolution,,explicit
776c84c7967854b9,the-queen-of-heaven,7,awaited their end with lamentations,What did the seamen and travelers do when the ship was caught in the Black Whirlpool?,local,action,,explicit
9b9996a83b1252c7,the-queen-of-heaven,7,scared,How did the seamen and travelers feel when the ship was caught in the Black Whirlpool?,local,feeling,,implicit
3eeffa95f9e6590c,the-queen-of-heaven,7,overjoyed,How did the seamen feel when red lanterns appeared on the surface of the water?,local,feeling,,explicit
2cd25f7c84935dfd,the-queen-of-heaven,7,waved her hand in the air and the winds became still and the waves grew even,What did the beautiful maiden with golden earrings do when she appeared?,local,action,,explicit
2fd486d32a6157ab,the-queen-of-heaven,8,grateful,How did Dschou Ling feel when he heard that the Queen of Heaven saved the seamen?,local,feeling,,implicit
704f5befb07f5a34,the-queen-of-heaven,7,The Queen of Heaven came to their aid.,Why were the seamen overjoyed after red lanterns appeared?,local,causal relationship,,explicit
cce6881c64275cc3,the-queen-of-heaven,8,"begged that temples be erected in honor of the Queen of Heaven, and that she be included in the list of the gods",What did Dschou Ling do when he was told of this happening?,local,action,,explicit
d4679c7125665ecb,the-queen-of-heaven,8,in all sea-port towns,Where were the temples of the Queen of Heaven built?,local,setting,,explicit
fb257b443ebc54cb,the-raspberry-worm,1,a worm,What did Lisa and Aina see?,local,action,,explicit
825074eabc1c55c0,the-raspberry-worm,1,annoyed,How did the big sister feel after her siblings complained about a worm?,local,feeling,,implicit
cde5f81451f856dd,the-raspberry-worm,1,It was on their raspberry.,Why did the siblings make a fuss over a worm?,local,causal relationship,,implicit
22d206cc43ec576f,the-raspberry-worm,1,It crept out from that very large one.,How did the siblings find the worm?,local,action,,explicit
49d492c61d915539,the-raspberry-worm,"1,2","Then they would have eaten the worm, too.",What would happen if someone ate the very large raspberry?,summary,outcome resolution,,explicit
9ba1c9736adc51ca,the-raspberry-worm,2,how to deal with the worm,What were the siblings deciding to do?,local,action,,implicit
2fb84c0d71455501,the-raspberry-worm,2,blow it away,What did the big sister want to do with the worm?,local,action,,explicit
b1fd0ccce4a45acc,the-raspberry-worm,3,"took a raspberry leaf, swept the worm carefully on to the leaf and carried it out into the yard",What did Lisa do with the worm?,local,action,,explicit
6d4a32b5f9ac59e4,the-raspberry-worm,3,Aina noticed that a sparrow sitting on the fence was just ready to pounce on the poor little worm.,Why did Aina carry the worm out into the wood?,local,causal relationship,,explicit
9b8fcda715825820,the-raspberry-worm,4,raspberries and cream,What did the siblings eat for dinner?,local,action,,explicit
9a48ff4785315715,the-raspberry-worm,4,They had eaten up the raspberries and they had non left to make preserve for the winter.,Why did the siblings need to get two baskets full of berries?,local,causal relationship,,explicit
e107f182142a534e,the-raspberry-worm,4,"clean them this evening, and to-morrow they could cook them in the big preserving pan, and then they should have raspberry jam to eat on their bread",What did the big sister plan to do with the baskets of berries?,local,action,,explicit
6ac5889cd40f5a4c,the-raspberry-worm,4,"Otto's plate was like a snowdrift in winter, with just a little red under the snow.",What happened after Otto did not listen to his big sister?,local,outcome resolution,,explicit
5a264474f1095cd2,the-raspberry-worm,5,the wood,Where did the siblings go to pick raspberries?,local,setting,,explicit
169e41b1686750aa,the-raspberry-worm,5,the yellow basket and the green one,What did Lisa and Aina take to hold the raspberries?,local,action,,explicit
476248e84d735961,the-raspberry-worm,6,"There were plenty of bilberries and elder berries, but no raspberries.",Why did Lisa and Aina wander on and on?,local,causal relationship,,explicit
90a628e7be865868,the-raspberry-worm,6,a large raspberry wood,Where did Lisa and Aina find raspberries?,local,setting,,explicit
cf134e0fc1d256ef,the-raspberry-worm,6,They found a raspberry wood.,How were Lisa and Aina able to pick a lot of raspberries?,local,action,,implicit
a7ecda7a400050ff,the-raspberry-worm,6,tired,How did Lisa and Aina feel climbing over the fallen trees?,local,feeling,,implicit
cce36de8b97c533b,the-raspberry-worm,7,Lisa wanted to pick more raspberries.,Why didn't Aina and Lisa go home immediately?,local,causal relationship,,implicit
ec271a6a14a0564b,the-raspberry-worm,7,their pinafores,What did Aina and Lisa use to gather more raspberries?,local,action,,explicit
a0f2df112fbb5603,the-raspberry-worm,7,They got lost.,What happened after Aina and Lisa decided to go home?,local,outcome resolution,,implicit
ea5f820517d75201,the-raspberry-worm,"7,8",anxious,How will Aina and Lisa feel after they realize they lost their way home?,summary,prediction,feeling,explicit
b893edb710c6518a,the-raspberry-worm,7,"They had never been so far in the great wood before, they could not find any road nor path.",Why did Aina and Lisa lose their way home?,local,causal relationship,,explicit
27b18160ae695b18,the-raspberry-worm,8,"that the wood would soon end, and that they would see the smoke from the chimneys of their home",What did the girls hope to see after they got lost?,local,action,,explicit
2a2f6b48b5e05490,the-raspberry-worm,8,a great plain overgrown with bushes,Where did the girls wander to after they got lost?,local,setting,,explicit
20c1ba026ed355ce,the-raspberry-worm,8,sad,How did the girls feel after they could not find their way home?,local,feeling,,implicit
40b29148370d5381,the-raspberry-worm,9,"She felt something in her hand, and when she looked down, she saw a large sandwich of bread and chicken.",What happened after Aina wished to eat sandwiches?,local,outcome resolution,,explicit
604771848e3f5189,the-raspberry-worm,"9,10",She will feel a large glass of milk between her fingers.,What will happen after Lisa wishes for a glass of milk?,summary,prediction,outcome resolution,explicit
